user_id,is_treated,send_date,msg_type
U00083,1,2025-08-15,benefit
U00084,0,,none
U00085,1,2025-08-15,nostalgia
U00086,0,,none
U00087,0,,none
U00088,1,2025-08-15,benefit
U00089,0,,none
U00090,0,,none
U00091,1,2025-08-15,benefit
U00092,1,2025-08-15,nostalgia
U00093,0,,none
U00094,0,,none
U00095,0,,none
U00096,1,2025-08-15,benefit
U00097,0,,none
U00098,0,,none
U00099,1,2025-08-15,nostalgia
U00100,0,,none
U00101,0,,none
U00102,0,,none
U00103,1,2025-08-15,benefit
U00104,0,,none
U00105,0,,none
U00106,0,,none
U00107,0,,none
U00108,1,2025-08-15,benefit
U00109,1,2025-08-15,nostalgia
U00110,1,2025-08-15,nostalgia
U00111,0,,none
U00112,1,2025-08-15,benefit
U00113,1,2025-08-15,nostalgia
U00114,0,,none
U00115,1,2025-08-15,nostalgia
U00116,1,2025-08-15,nostalgia
U00117,1,2025-08-15,benefit
U00118,1,2025-08-15,benefit
U00119,1,2025-08-15,benefit
U00120,0,,none
U00121,0,,none
U00122,0,,none
U00123,0,,none
U00124,1,2025-08-15,nostalgia
U00125,1,2025-08-15,nostalgia
U00126,0,,none
U00127,1,2025-08-15,benefit
U00128,0,,none
U00129,0,,none
U00130,0,,none
U00131,0,,none
U00132,1,2025-08-15,nostalgia
U00133,1,2025-08-15,benefit
U00134,0,,none
U00135,0,,none
U00136,1,2025-08-15,nostalgia
U00137,0,,none
U00138,1,2025-08-15,benefit
U00139,1,2025-08-15,benefit
U00140,1,2025-08-15,nostalgia
U00141,1,2025-08-15,nostalgia
U00142,1,2025-08-15,benefit
U00143,1,2025-08-15,benefit
U00144,0,,none
U00145,1,2025-08-15,benefit
U00146,1,2025-08-15,benefit
U00147,0,,none
U00148,1,2025-08-15,benefit
U00149,0,,none
U00150,1,2025-08-15,benefit
U00151,0,,none
U00152,0,,none
U00153,1,2025-08-15,benefit
U00154,1,2025-08-15,benefit
U00155,0,,none
U00156,0,,none
U00157,1,2025-08-15,nostalgia
U00158,1,2025-08-15,benefit
U00159,0,,none
U00160,0,,none
U00161,1,2025-08-15,benefit
U00162,1,2025-08-15,benefit
U00163,0,,none
U00164,0,,none
U00165,1,2025-08-15,nostalgia
U00166,0,,none
U00167,0,,none
U00168,0,,none
U00169,0,,none
U00170,1,2025-08-15,benefit
U00171,1,2025-08-15,benefit
U00172,0,,none
U00173,1,2025-08-15,benefit
U00174,1,2025-08-15,benefit
U00175,0,,none
U00176,0,,none
U00177,1,2025-08-15,nostalgia
U00178,1,2025-08-15,nostalgia
U00179,0,,none
U00180,1,2025-08-15,benefit
U00181,1,2025-08-15,benefit
U00182,1,2025-08-15,nostalgia
U00183,0,,none
U00184,0,,none
U00185,0,,none
U00186,1,2025-08-15,nostalgia
U00187,1,2025-08-15,benefit
U00188,0,,none
U00189,0,,none
U00190,0,,none
U00191,1,2025-08-15,benefit
U00192,0,,none
U00193,0,,none
U00194,1,2025-08-15,benefit
U00195,1,2025-08-15,nostalgia
U00196,1,2025-08-15,nostalgia
U00197,1,2025-08-15,benefit
U00198,0,,none
U00199,1,2025-08-15,nostalgia
U00200,1,2025-08-15,nostalgia
U00201,0,,none
U00202,1,2025-08-15,nostalgia
U00203,1,2025-08-15,nostalgia
U00204,1,2025-08-15,nostalgia
U00205,1,2025-08-15,benefit
U00206,0,,none
U00207,1,2025-08-15,nostalgia
U00208,1,2025-08-15,nostalgia
U00209,1,2025-08-15,nostalgia
U00210,0,,none
U00211,1,2025-08-15,nostalgia
U00212,1,2025-08-15,nostalgia
U00213,0,,none
U00214,1,2025-08-15,nostalgia
U00215,1,2025-08-15,benefit
U00216,0,,none
U00217,0,,none
U00218,1,2025-08-15,nostalgia
U00219,0,,none
U00220,0,,none
U00221,0,,none
U00222,1,2025-08-15,nostalgia
U00223,0,,none
U00224,1,2025-08-15,benefit
U00225,1,2025-08-15,benefit
U00226,0,,none
U00227,0,,none
U00228,1,2025-08-15,benefit
U00229,1,2025-08-15,nostalgia
U00230,0,,none
U00231,0,,none
U00232,1,2025-08-15,benefit
U00233,0,,none
U00234,1,2025-08-15,nostalgia
U00235,0,,none
U00236,1,2025-08-15,benefit
U00237,1,2025-08-15,benefit
U00238,0,,none
U00239,0,,none
U00240,0,,none
U00241,1,2025-08-15,nostalgia
U00242,1,2025-08-15,nostalgia
U00243,1,2025-08-15,benefit
U00244,0,,none
U00245,1,2025-08-15,nostalgia
U00246,0,,none
U00247,0,,none
U00248,0,,none
U00249,1,2025-08-15,benefit
U00250,1,2025-08-15,nostalgia
U00251,0,,none
U00252,1,2025-08-15,benefit
U00253,0,,none
U00254,1,2025-08-15,nostalgia
U00255,0,,none
U00256,0,,none
U00257,0,,none
U00258,1,2025-08-15,benefit
U00259,1,2025-08-15,nostalgia
U00260,1,2025-08-15,nostalgia
U00261,1,2025-08-15,nostalgia
U00262,1,2025-08-15,benefit
U00263,0,,none
U00264,1,2025-08-15,nostalgia
U00265,1,2025-08-15,benefit
U00266,1,2025-08-15,nostalgia
U00267,0,,none
U00268,1,2025-08-15,benefit
U00269,0,,none
U00270,0,,none
U00271,0,,none
U00272,1,2025-08-15,nostalgia
U00273,1,2025-08-15,nostalgia
U00274,0,,none
U00275,0,,none
U00276,0,,none
U00277,1,2025-08-15,benefit
U00278,1,2025-08-15,nostalgia
U00279,0,,none
U00280,0,,none
U00281,0,,none
U00282,0,,none
U00283,1,2025-08-15,benefit
U00284,0,,none
U00285,1,2025-08-15,benefit
U00286,1,2025-08-15,benefit
U00287,1,2025-08-15,nostalgia
U00288,1,2025-08-15,benefit
U00289,0,,none
U00290,1,2025-08-15,benefit
U00291,1,2025-08-15,nostalgia
U00292,0,,none
U00293,0,,none
U00294,1,2025-08-15,benefit
U00295,0,,none
U00296,1,2025-08-15,benefit
U00297,1,2025-08-15,nostalgia
U00298,0,,none
U00299,1,2025-08-15,benefit
U00300,1,2025-08-15,nostalgia
U00301,0,,none
U00302,0,,none
U00303,0,,none
U00304,1,2025-08-15,nostalgia
U00305,1,2025-08-15,benefit
U00306,0,,none
U00307,1,2025-08-15,benefit
U00308,1,2025-08-15,benefit
U00309,1,2025-08-15,nostalgia
U00310,1,2025-08-15,nostalgia
U00311,1,2025-08-15,benefit
U00312,0,,none
U00313,0,,none
U00314,0,,none
U00315,0,,none
U00316,0,,none
U00317,0,,none
U00318,1,2025-08-15,benefit
U00319,1,2025-08-15,benefit
U00320,1,2025-08-15,benefit
U00321,0,,none
U00322,1,2025-08-15,benefit
U00323,1,2025-08-15,benefit
U00324,1,2025-08-15,benefit
U00325,1,2025-08-15,nostalgia
U00326,1,2025-08-15,benefit
U00327,0,,none
U00328,0,,none
U00329,1,2025-08-15,nostalgia
U00330,0,,none
U00331,0,,none
U00332,1,2025-08-15,nostalgia
U00333,1,2025-08-15,nostalgia
U00334,0,,none
U00335,0,,none
U00336,1,2025-08-15,nostalgia
U00337,1,2025-08-15,nostalgia
U00338,1,2025-08-15,nostalgia
U00339,0,,none
U00340,0,,none
U00341,1,2025-08-15,benefit
U00342,0,,none
U00343,1,2025-08-15,benefit
U00344,1,2025-08-15,benefit
U00345,0,,none
U00346,1,2025-08-15,nostalgia
U00347,0,,none
U00348,0,,none
U00349,1,2025-08-15,nostalgia
U00350,0,,none
U00351,0,,none
U00352,1,2025-08-15,nostalgia
U00353,0,,none
U00354,1,2025-08-15,nostalgia
U00355,1,2025-08-15,benefit
U00356,0,,none
U00357,1,2025-08-15,nostalgia
U00358,1,2025-08-15,benefit
U00359,0,,none
U00360,0,,none
U00361,0,,none
U00362,1,2025-08-15,nostalgia
U00363,0,,none
U00364,1,2025-08-15,nostalgia
U00365,0,,none
U00366,1,2025-08-15,benefit
U00367,0,,none
U00368,0,,none
U00369,1,2025-08-15,benefit
U00370,1,2025-08-15,benefit
U00371,1,2025-08-15,nostalgia
U00372,0,,none
U00373,0,,none
U00374,0,,none
U00375,1,2025-08-15,nostalgia
U00376,0,,none
U00377,0,,none
U00378,0,,none
U00379,0,,none
U00380,0,,none
U00381,0,,none
U00382,1,2025-08-15,nostalgia
U00383,0,,none
U00384,1,2025-08-15,nostalgia
U00385,1,2025-08-15,benefit
U00386,0,,none
U00387,1,2025-08-15,benefit
U00388,0,,none
U00389,1,2025-08-15,nostalgia
U00390,0,,none
U00391,1,2025-08-15,benefit
U00392,1,2025-08-15,benefit
U00393,0,,none
U00394,0,,none
U00395,1,2025-08-15,benefit
U00396,1,2025-08-15,nostalgia
U00397,0,,none
U00398,1,2025-08-15,benefit
U00399,0,,none
U00400,0,,none
U00401,1,2025-08-15,benefit
U00402,1,2025-08-15,benefit
U00403,0,,none
U00404,1,2025-08-15,benefit
U00405,0,,none
U00406,1,2025-08-15,benefit
U00407,0,,none
U00408,0,,none
U00409,1,2025-08-15,nostalgia
U00410,0,,none
U00411,1,2025-08-15,benefit
U00412,0,,none
U00413,0,,none
U00414,1,2025-08-15,benefit
U00415,0,,none
U00416,0,,none
U00417,0,,none
U00418,1,2025-08-15,benefit
U00419,0,,none
U00420,0,,none
U00421,1,2025-08-15,nostalgia
U00422,1,2025-08-15,benefit
U00423,1,2025-08-15,nostalgia
U00424,1,2025-08-15,nostalgia
U00425,1,2025-08-15,benefit
U00426,0,,none
U00427,1,2025-08-15,nostalgia
U00428,1,2025-08-15,nostalgia
U00429,0,,none
U00430,0,,none
U00431,0,,none
U00432,1,2025-08-15,nostalgia
U00433,0,,none
U00434,1,2025-08-15,nostalgia
U00435,0,,none
U00436,1,2025-08-15,nostalgia
U00437,1,2025-08-15,nostalgia
U00438,1,2025-08-15,nostalgia
U00439,0,,none
U00440,1,2025-08-15,benefit
U00441,1,2025-08-15,benefit
U00442,0,,none
U00443,0,,none
U00444,0,,none
U00445,1,2025-08-15,nostalgia
U00446,0,,none
U00447,1,2025-08-15,nostalgia
U00448,0,,none
U00449,1,2025-08-15,nostalgia
U00450,0,,none
U00451,1,2025-08-15,nostalgia
U00452,1,2025-08-15,nostalgia
U00453,0,,none
U00454,0,,none
U00455,0,,none
U00456,0,,none
U00457,0,,none
U00458,0,,none
U00459,1,2025-08-15,nostalgia
U00460,0,,none
U00461,1,2025-08-15,benefit
U00462,0,,none
U00463,0,,none
U00464,1,2025-08-15,benefit
U00465,1,2025-08-15,benefit
U00466,1,2025-08-15,nostalgia
U00467,0,,none
U00468,1,2025-08-15,nostalgia
U00469,0,,none
U00470,0,,none
U00471,1,2025-08-15,nostalgia
U00472,1,2025-08-15,nostalgia
U00473,0,,none
U00474,1,2025-08-15,benefit
U00475,0,,none
U00476,0,,none
U00477,1,2025-08-15,benefit
U00478,0,,none
U00479,0,,none
U00480,1,2025-08-15,benefit
U00481,1,2025-08-15,benefit
U00482,1,2025-08-15,nostalgia
U00483,0,,none
U00484,0,,none
U00485,1,2025-08-15,benefit
U00486,1,2025-08-15,benefit
U00487,1,2025-08-15,nostalgia
U00488,0,,none
U00489,0,,none
U00490,0,,none
U00491,1,2025-08-15,nostalgia
U00492,1,2025-08-15,nostalgia
U00493,0,,none
U00494,1,2025-08-15,benefit
U00495,0,,none
U00496,0,,none
U00497,1,2025-08-15,nostalgia
U00498,0,,none
U00499,1,2025-08-15,benefit
U00500,0,,none
U00501,1,2025-08-15,benefit
U00502,0,,none
U00503,1,2025-08-15,benefit
U00504,0,,none
U00505,0,,none
U00506,1,2025-08-15,nostalgia
U00507,0,,none
U00508,1,2025-08-15,benefit
U00509,1,2025-08-15,benefit
U00510,1,2025-08-15,benefit
U00511,1,2025-08-15,benefit
U00512,1,2025-08-15,benefit
U00513,1,2025-08-15,benefit
U00514,1,2025-08-15,benefit
U00515,1,2025-08-15,benefit
U00516,1,2025-08-15,benefit
U00517,0,,none
U00518,1,2025-08-15,nostalgia
U00519,1,2025-08-15,benefit
U00520,0,,none
U00521,1,2025-08-15,nostalgia
U00522,0,,none
U00523,0,,none
U00524,1,2025-08-15,nostalgia
U00525,0,,none
U00526,1,2025-08-15,nostalgia
U00527,1,2025-08-15,benefit
U00528,0,,none
U00529,1,2025-08-15,benefit
U00530,1,2025-08-15,nostalgia
U00531,1,2025-08-15,nostalgia
U00532,0,,none
U00533,1,2025-08-15,nostalgia
U00534,1,2025-08-15,benefit
U00535,1,2025-08-15,nostalgia
U00536,1,2025-08-15,benefit
U00537,0,,none
U00538,0,,none
U00539,0,,none
U00540,1,2025-08-15,nostalgia
U00541,0,,none
U00542,0,,none
U00543,1,2025-08-15,benefit
U00544,0,,none
U00545,1,2025-08-15,nostalgia
U00546,1,2025-08-15,benefit
U00547,0,,none
U00548,1,2025-08-15,benefit
U00549,0,,none
U00550,1,2025-08-15,benefit
U00551,1,2025-08-15,benefit
U00552,1,2025-08-15,benefit
U00553,1,2025-08-15,nostalgia
U00554,0,,none
U00555,1,2025-08-15,benefit
U00556,1,2025-08-15,benefit
U00557,1,2025-08-15,nostalgia
U00558,1,2025-08-15,benefit
U00559,1,2025-08-15,benefit
U00560,1,2025-08-15,benefit
U00561,1,2025-08-15,benefit
U00562,1,2025-08-15,benefit
U00563,1,2025-08-15,benefit
U00564,1,2025-08-15,benefit
U00565,0,,none
U00566,0,,none
U00567,1,2025-08-15,nostalgia
U00568,0,,none
U00569,0,,none
U00570,1,2025-08-15,benefit
U00571,1,2025-08-15,benefit
U00572,0,,none
U00573,1,2025-08-15,nostalgia
U00574,1,2025-08-15,nostalgia
U00575,1,2025-08-15,benefit
U00576,1,2025-08-15,nostalgia
U00577,1,2025-08-15,benefit
U00578,1,2025-08-15,benefit
U00579,1,2025-08-15,benefit
U00580,1,2025-08-15,benefit
U00581,1,2025-08-15,benefit
U00582,1,2025-08-15,benefit
U00583,1,2025-08-15,nostalgia
U00584,1,2025-08-15,nostalgia
U00585,0,,none
U00586,1,2025-08-15,nostalgia
U00587,0,,none
U00588,0,,none
U00589,0,,none
U00590,0,,none
U00591,1,2025-08-15,benefit
U00592,0,,none
U00593,1,2025-08-15,benefit
U00594,1,2025-08-15,nostalgia
U00595,0,,none
U00596,1,2025-08-15,benefit
U00597,1,2025-08-15,nostalgia
U00598,1,2025-08-15,benefit
U00599,1,2025-08-15,benefit
U00600,1,2025-08-15,nostalgia
U00601,0,,none
U00602,1,2025-08-15,benefit
U00603,0,,none
U00604,0,,none
U00605,0,,none
U00606,0,,none
U00607,0,,none
U00608,0,,none
U00609,0,,none
U00610,0,,none
U00611,1,2025-08-15,benefit
U00612,1,2025-08-15,nostalgia
U00613,1,2025-08-15,nostalgia
U00614,0,,none
U00615,0,,none
U00616,1,2025-08-15,nostalgia
U00617,0,,none
U00618,0,,none
U00619,0,,none
U00620,0,,none
U00621,0,,none
U00622,1,2025-08-15,nostalgia
U00623,0,,none
U00624,0,,none
U00625,1,2025-08-15,benefit
U00626,1,2025-08-15,benefit
U00627,1,2025-08-15,nostalgia
U00628,1,2025-08-15,benefit
U00629,0,,none
U00630,1,2025-08-15,nostalgia
U00631,1,2025-08-15,benefit
U00632,0,,none
U00633,1,2025-08-15,nostalgia
U00634,0,,none
U00635,1,2025-08-15,benefit
U00636,1,2025-08-15,nostalgia
U00637,1,2025-08-15,benefit
U00638,0,,none
U00639,1,2025-08-15,benefit
U00640,0,,none
U00641,0,,none
U00642,1,2025-08-15,nostalgia
U00643,0,,none
U00644,1,2025-08-15,nostalgia
U00645,1,2025-08-15,nostalgia
U00646,0,,none
U00647,1,2025-08-15,nostalgia
U00648,0,,none
U00649,0,,none
U00650,1,2025-08-15,nostalgia
U00651,1,2025-08-15,nostalgia
U00652,0,,none
U00653,0,,none
U00654,1,2025-08-15,benefit
U00655,1,2025-08-15,benefit
U00656,1,2025-08-15,benefit
U00657,0,,none
U00658,0,,none
U00659,0,,none
U00660,1,2025-08-15,benefit
U00661,1,2025-08-15,nostalgia
U00662,1,2025-08-15,benefit
U00663,1,2025-08-15,nostalgia
U00664,0,,none
U00665,1,2025-08-15,benefit
U00666,1,2025-08-15,nostalgia
U00667,0,,none
U00668,1,2025-08-15,benefit
U00669,1,2025-08-15,benefit
U00670,1,2025-08-15,nostalgia
U00671,0,,none
U00672,1,2025-08-15,nostalgia
U00673,0,,none
U00674,0,,none
U00675,1,2025-08-15,nostalgia
U00676,1,2025-08-15,nostalgia
U00677,1,2025-08-15,benefit
U00678,1,2025-08-15,nostalgia
U00679,1,2025-08-15,benefit
U00680,0,,none
U00681,0,,none
U00682,1,2025-08-15,nostalgia
U00683,1,2025-08-15,nostalgia
U00684,0,,none
U00685,1,2025-08-15,nostalgia
U00686,1,2025-08-15,nostalgia
U00687,1,2025-08-15,benefit
U00688,0,,none
U00689,1,2025-08-15,nostalgia
U00690,0,,none
U00691,1,2025-08-15,benefit
U00692,1,2025-08-15,benefit
U00693,1,2025-08-15,nostalgia
U00694,0,,none
U00695,1,2025-08-15,nostalgia
U00696,1,2025-08-15,benefit
U00697,0,,none
U00698,1,2025-08-15,benefit
U00699,0,,none
U00700,0,,none
U00701,0,,none
U00702,1,2025-08-15,nostalgia
U00703,1,2025-08-15,nostalgia
U00704,1,2025-08-15,nostalgia
U00705,0,,none
U00706,0,,none
U00707,1,2025-08-15,nostalgia
U00708,1,2025-08-15,benefit
U00709,1,2025-08-15,benefit
U00710,1,2025-08-15,benefit
U00711,1,2025-08-15,benefit
U00712,0,,none
U00713,0,,none
U00714,0,,none
U00715,0,,none
U00716,0,,none
U00717,1,2025-08-15,nostalgia
U00718,0,,none
U00719,0,,none
U00720,0,,none
U00721,0,,none
U00722,0,,none
U00723,1,2025-08-15,benefit
U00724,0,,none
U00725,1,2025-08-15,benefit
U00726,1,2025-08-15,nostalgia
U00727,1,2025-08-15,benefit
U00728,0,,none
U00729,0,,none
U00730,0,,none
U00731,0,,none
U00732,0,,none
U00733,1,2025-08-15,benefit
U00734,1,2025-08-15,benefit
U00735,0,,none
U00736,0,,none
U00737,1,2025-08-15,benefit
U00738,0,,none
U00739,0,,none
U00740,1,2025-08-15,benefit
U00741,1,2025-08-15,nostalgia
U00742,0,,none
U00743,1,2025-08-15,benefit
U00744,0,,none
U00745,1,2025-08-15,benefit
U00746,1,2025-08-15,nostalgia
U00747,1,2025-08-15,nostalgia
U00748,0,,none
U00749,0,,none
U00750,0,,none
U00751,0,,none
U00752,0,,none
U00753,1,2025-08-15,nostalgia
U00754,0,,none
U00755,0,,none
U00756,1,2025-08-15,benefit
U00757,1,2025-08-15,nostalgia
U00758,0,,none
U00759,1,2025-08-15,benefit
U00760,1,2025-08-15,nostalgia
U00761,0,,none
U00762,1,2025-08-15,nostalgia
U00763,0,,none
U00764,0,,none
U00765,1,2025-08-15,benefit
U00766,0,,none
U00767,0,,none
U00768,1,2025-08-15,nostalgia
U00769,1,2025-08-15,nostalgia
U00770,1,2025-08-15,nostalgia
U00771,1,2025-08-15,benefit
U00772,1,2025-08-15,nostalgia
U00773,0,,none
U00774,0,,none
U00775,1,2025-08-15,nostalgia
U00776,1,2025-08-15,nostalgia
U00777,0,,none
U00778,1,2025-08-15,nostalgia
U00779,0,,none
U00780,1,2025-08-15,benefit
U00781,0,,none
U00782,0,,none
U00783,0,,none
U00784,0,,none
U00785,0,,none
U00786,0,,none
U00787,1,2025-08-15,benefit
U00788,0,,none
U00789,1,2025-08-15,benefit
U00790,1,2025-08-15,benefit
U00791,0,,none
U00792,1,2025-08-15,benefit
U00793,0,,none
U00794,1,2025-08-15,benefit
U00795,1,2025-08-15,benefit
U00796,0,,none
U00797,0,,none
U00798,0,,none
U00799,0,,none
U00800,1,2025-08-15,nostalgia
U00801,1,2025-08-15,nostalgia
U00802,0,,none
U00803,1,2025-08-15,benefit
U00804,1,2025-08-15,benefit
U00805,0,,none
U00806,1,2025-08-15,nostalgia
U00807,1,2025-08-15,benefit
U00808,0,,none
U00809,0,,none
U00810,0,,none
U00811,0,,none
U00812,0,,none
U00813,1,2025-08-15,nostalgia
U00814,1,2025-08-15,benefit
U00815,1,2025-08-15,benefit
U00816,1,2025-08-15,benefit
U00817,1,2025-08-15,nostalgia
U00818,0,,none
U00819,0,,none
U00820,1,2025-08-15,nostalgia
U00821,1,2025-08-15,nostalgia
U00822,1,2025-08-15,nostalgia
U00823,1,2025-08-15,nostalgia
U00824,0,,none
U00825,0,,none
U00826,1,2025-08-15,nostalgia
U00827,1,2025-08-15,benefit
U00828,1,2025-08-15,benefit
U00829,1,2025-08-15,benefit
U00830,1,2025-08-15,nostalgia
U00831,1,2025-08-15,benefit
U00832,0,,none
U00833,1,2025-08-15,nostalgia
U00834,0,,none
U00835,1,2025-08-15,nostalgia
U00836,1,2025-08-15,nostalgia
U00837,0,,none
U00838,1,2025-08-15,nostalgia
U00839,0,,none
U00840,0,,none
U00841,0,,none
U00842,0,,none
U00843,1,2025-08-15,benefit
U00844,0,,none
U00845,0,,none
U00846,1,2025-08-15,benefit
U00847,0,,none
U00848,1,2025-08-15,benefit
U00849,0,,none
U00850,0,,none
U00851,1,2025-08-15,benefit
U00852,0,,none
U00853,0,,none
U00854,0,,none
U00855,1,2025-08-15,benefit
U00856,1,2025-08-15,nostalgia
U00857,0,,none
U00858,1,2025-08-15,nostalgia
U00859,1,2025-08-15,benefit
U00860,0,,none
U00861,1,2025-08-15,benefit
U00862,0,,none
U00863,0,,none
U00864,0,,none
U00865,0,,none
U00866,0,,none
U00867,0,,none
U00868,1,2025-08-15,nostalgia
U00869,1,2025-08-15,benefit
U00870,0,,none
U00871,0,,none
U00872,0,,none
U00873,1,2025-08-15,benefit
U00874,0,,none
U00875,1,2025-08-15,nostalgia
U00876,0,,none
U00877,1,2025-08-15,nostalgia
U00878,1,2025-08-15,nostalgia
U00879,1,2025-08-15,benefit
U00880,1,2025-08-15,benefit
U00881,0,,none
U00882,1,2025-08-15,benefit
U00883,0,,none
U00884,1,2025-08-15,benefit
U00885,0,,none
U00886,1,2025-08-15,nostalgia
U00887,1,2025-08-15,benefit
U00888,0,,none
U00889,1,2025-08-15,benefit
U00890,0,,none
U00891,1,2025-08-15,benefit
U00892,1,2025-08-15,nostalgia
U00893,1,2025-08-15,nostalgia
U00894,0,,none
U00895,0,,none
U00896,1,2025-08-15,benefit
U00897,1,2025-08-15,benefit
U00898,1,2025-08-15,benefit
U00899,1,2025-08-15,nostalgia
U00900,1,2025-08-15,benefit
U00901,0,,none
U00902,1,2025-08-15,benefit
U00903,1,2025-08-15,benefit
U00904,0,,none
U00905,0,,none
U00906,1,2025-08-15,nostalgia
U00907,0,,none
U00908,1,2025-08-15,benefit
U00909,1,2025-08-15,nostalgia
U00910,1,2025-08-15,nostalgia
U00911,0,,none
U00912,1,2025-08-15,benefit
U00913,0,,none
U00914,1,2025-08-15,benefit
U00915,1,2025-08-15,benefit
U00916,1,2025-08-15,nostalgia
U00917,0,,none
U00918,1,2025-08-15,nostalgia
U00919,1,2025-08-15,benefit
U00920,1,2025-08-15,benefit
U00921,0,,none
U00922,1,2025-08-15,benefit
U00923,0,,none
U00924,0,,none
U00925,1,2025-08-15,benefit
U00926,1,2025-08-15,benefit
U00927,0,,none
U00928,1,2025-08-15,benefit
U00929,0,,none
U00930,0,,none
U00931,0,,none
U00932,1,2025-08-15,nostalgia
U00933,1,2025-08-15,nostalgia
U00934,1,2025-08-15,nostalgia
U00935,0,,none
U00936,0,,none
U00937,1,2025-08-15,benefit
U00938,0,,none
U00939,1,2025-08-15,benefit
U00940,1,2025-08-15,nostalgia
U00941,0,,none
U00942,0,,none
U00943,0,,none
U00944,0,,none
U00945,1,2025-08-15,nostalgia
U00946,0,,none
U00947,0,,none
U00948,1,2025-08-15,benefit
U00949,0,,none
U00950,1,2025-08-15,nostalgia
U00951,0,,none
U00952,0,,none
U00953,0,,none
U00954,0,,none
U00955,1,2025-08-15,benefit
U00956,0,,none
U00957,1,2025-08-15,benefit
U00958,1,2025-08-15,benefit
U00959,1,2025-08-15,nostalgia
U00960,1,2025-08-15,benefit
U00961,0,,none
U00962,0,,none
U00963,1,2025-08-15,nostalgia
U00964,0,,none
U00965,1,2025-08-15,nostalgia
U00966,1,2025-08-15,benefit
U00967,1,2025-08-15,benefit
U00968,1,2025-08-15,benefit
U00969,1,2025-08-15,benefit
U00970,1,2025-08-15,nostalgia
U00971,0,,none
U00972,0,,none
U00973,0,,none
U00974,0,,none
U00975,0,,none
U00976,0,,none
U00977,0,,none
U00978,1,2025-08-15,benefit
U00979,1,2025-08-15,benefit
U00980,1,2025-08-15,benefit
U00981,1,2025-08-15,nostalgia
U00982,1,2025-08-15,nostalgia
U00983,0,,none
U00984,0,,none
U00985,0,,none
U00986,1,2025-08-15,nostalgia
U00987,0,,none
U00988,0,,none
U00989,0,,none
U00990,1,2025-08-15,nostalgia
U00991,0,,none
U00992,1,2025-08-15,nostalgia
U00993,1,2025-08-15,benefit
U00994,1,2025-08-15,benefit
U00995,0,,none
U00996,0,,none
U00997,1,2025-08-15,benefit
U00998,1,2025-08-15,nostalgia
U00999,1,2025-08-15,nostalgia
U01000,1,2025-08-15,benefit
U01001,0,,none
U01002,0,,none
U01003,1,2025-08-15,nostalgia
U01004,0,,none
U01005,0,,none
U01006,0,,none
U01007,0,,none
U01008,0,,none
U01009,1,2025-08-15,benefit
U01010,1,2025-08-15,nostalgia
U01011,1,2025-08-15,benefit
U01012,0,,none
U01013,0,,none
U01014,1,2025-08-15,benefit
U01015,1,2025-08-15,benefit
U01016,1,2025-08-15,nostalgia
U01017,1,2025-08-15,benefit
U01018,0,,none
U01019,0,,none
U01020,1,2025-08-15,benefit
U01021,1,2025-08-15,benefit
