user_id,gender,age,pay_level,region
U00374,M,19,1,기타
U00375,M,36,1,경기
U00376,F,26,0,경기
U00377,M,26,0,기타
U00378,M,39,0,서울
U00379,F,26,2,경기
U00380,M,18,0,서울
U00381,F,19,0,서울
U00382,F,28,1,서울
U00383,M,30,0,서울
U00384,M,24,3,경기
U00385,F,34,1,경기
U00386,M,37,0,서울
U00387,F,20,1,서울
U00388,F,24,1,경기
U00389,M,37,0,서울
U00390,F,30,0,서울
U00391,F,21,2,경기
U00392,M,31,0,경기
U00393,M,34,1,경기
U00394,M,37,0,경기
U00395,M,21,0,기타
U00396,M,45,0,경기
U00397,M,29,1,기타
U00398,M,28,0,기타
U00399,M,36,1,서울
U00400,F,30,3,경기
U00401,M,31,1,기타
U00402,M,31,1,서울
U00403,M,27,1,경기
U00404,M,38,1,경기
U00405,F,34,2,경기
U00406,M,26,0,경기
U00407,F,32,0,서울
U00408,M,28,2,서울
U00409,M,33,0,기타
U00410,M,28,1,기타
U00411,F,34,1,경기
U00412,F,26,0,기타
U00413,F,31,1,서울
U00414,F,46,2,서울
U00415,F,33,1,경기
U00416,F,24,1,경기
U00417,M,33,0,기타
U00418,F,26,2,기타
U00419,F,32,0,경기
U00420,F,28,1,경기
U00421,M,27,1,기타
U00422,F,35,0,기타
U00423,M,28,0,경기
U00424,F,26,0,경기
U00425,M,29,0,기타
U00426,M,35,1,서울
U00427,F,26,2,기타
U00428,F,38,1,서울
U00429,F,27,0,서울
U00430,M,28,0,서울
U00431,F,41,1,서울
U00432,F,26,0,경기
U00433,M,38,1,서울
U00434,M,25,0,서울
U00435,M,28,2,경기
U00436,F,23,0,서울
U00437,F,31,1,기타
U00438,M,24,0,서울
U00439,M,36,0,서울
U00440,F,41,3,기타
U00441,F,20,3,경기
U00442,F,23,1,경기
U00443,M,24,0,서울
U00444,M,32,1,서울
U00445,M,31,0,경기
U00446,M,32,1,기타
U00447,F,31,0,기타
U00448,M,24,1,기타
U00449,F,29,0,서울
U00450,M,22,0,경기
U00451,F,32,0,경기
U00452,F,29,0,서울
U00453,M,33,0,경기
U00454,M,25,0,서울
U00455,M,30,1,기타
U00456,F,18,0,서울
U00457,F,25,1,경기
U00458,M,44,1,기타
U00459,F,24,1,기타
U00460,F,34,1,기타
U00461,M,26,0,경기
U00462,M,26,2,서울
U00463,M,32,0,서울
U00464,M,38,0,서울
U00465,F,20,2,경기
U00466,M,35,2,서울
U00467,F,38,2,기타
U00468,M,27,1,서울
U00469,M,24,1,경기
U00470,F,30,2,기타
U00471,F,29,1,기타
U00472,M,36,1,서울
U00473,M,32,0,기타
U00474,F,33,0,기타
U00475,M,30,1,기타
U00476,F,30,0,서울
U00477,M,40,0,서울
U00478,F,28,0,기타
U00479,F,24,2,경기
U00480,M,33,1,경기
U00481,M,26,0,경기
U00482,M,29,1,경기
U00483,F,31,1,서울
U00484,M,31,0,경기
U00485,M,41,1,서울
U00486,M,30,1,기타
U00487,M,31,2,기타
U00488,M,33,2,기타
U00489,F,25,0,서울
U00490,F,38,0,경기
U00491,F,21,0,기타
U00492,M,30,1,서울
U00493,F,23,3,기타
U00494,M,31,2,기타
U00495,F,30,1,경기
U00496,M,38,0,서울
U00497,F,32,0,경기
U00498,F,20,1,경기
U00499,M,40,0,기타
U00500,F,30,0,기타
U00501,M,37,2,기타
U00502,M,32,1,기타
U00503,M,30,0,기타
U00504,M,24,0,서울
U00505,M,39,1,서울
U00506,F,27,1,서울
U00507,F,29,0,기타
U00508,M,22,0,기타
U00509,M,22,0,기타
U00510,F,21,0,서울
U00511,F,41,1,서울
U00512,F,31,0,서울
U00513,M,25,1,경기
U00514,F,31,0,경기
U00515,F,28,2,경기
U00516,M,25,0,경기
U00517,F,20,3,경기
U00518,M,18,1,기타
U00519,F,23,0,기타
U00520,M,28,1,서울
U00521,F,32,1,기타
U00522,M,26,1,기타
U00523,M,32,1,서울
U00524,F,24,0,기타
U00525,F,25,2,경기
U00526,M,34,1,경기
U00527,F,27,0,서울
U00528,M,31,0,서울
U00529,M,34,2,경기
U00530,M,25,2,기타
U00531,F,26,0,경기
U00532,M,20,0,서울
U00533,F,24,0,기타
U00534,F,26,0,서울
U00535,M,32,1,서울
U00536,M,36,0,경기
U00537,F,27,3,기타
U00538,F,32,0,경기
U00539,F,24,1,경기
U00540,M,32,1,서울
U00541,F,29,0,서울
U00542,M,31,0,기타
U00543,F,24,0,기타
U00544,M,39,1,서울
U00545,M,21,0,경기
U00546,F,27,0,경기
U00547,M,30,0,경기
U00548,F,27,1,경기
U00549,F,36,0,기타
U00550,F,30,0,기타
U00551,F,18,2,기타
U00552,F,23,0,경기
U00553,F,29,0,서울
U00554,M,28,1,경기
U00555,F,31,1,기타
U00556,M,37,2,경기
U00557,M,38,1,경기
U00558,M,43,0,서울
U00559,F,30,1,기타
U00560,M,29,3,기타
U00561,M,33,2,서울
U00562,M,30,1,서울
U00563,M,35,0,서울
U00564,F,37,0,기타
U00565,F,36,1,경기
U00566,F,30,1,기타
U00567,M,23,0,서울
U00568,M,30,0,기타
U00569,F,34,0,기타
U00570,F,27,1,서울
U00571,M,31,0,기타
U00572,F,39,0,서울
U00573,M,35,1,기타
U00574,F,20,1,서울
U00575,M,25,1,서울
U00576,F,27,2,경기
U00577,M,43,0,서울
U00578,F,29,1,서울
U00579,F,21,0,기타
U00580,F,32,3,기타
U00581,M,29,1,서울
U00582,M,34,3,기타
U00583,F,34,0,기타
U00584,F,29,0,서울
U00585,M,31,1,경기
U00586,F,29,0,기타
U00587,M,29,3,기타
U00588,M,25,0,기타
U00589,M,30,0,서울
U00590,M,31,3,서울
U00591,F,28,1,서울
U00592,M,26,1,기타
U00593,M,32,2,서울
U00594,F,35,1,기타
U00595,M,27,0,서울
U00596,M,35,0,경기
U00597,M,37,1,기타
U00598,M,40,1,경기
U00599,M,29,0,기타
U00600,M,30,2,서울
U00601,F,43,0,기타
U00602,F,26,0,기타
U00603,F,30,1,기타
U00604,F,43,1,경기
U00605,M,33,2,경기
U00606,F,27,1,경기
U00607,M,30,3,기타
U00608,M,35,0,기타
U00609,M,33,0,경기
U00610,F,34,2,기타
U00611,M,32,2,경기
U00612,M,31,0,경기
U00613,F,40,2,서울
U00614,M,33,3,서울
U00615,M,26,1,기타
U00616,M,25,0,경기
U00617,F,32,2,경기
U00618,M,30,1,서울
U00619,F,35,2,기타
U00620,M,20,1,기타
U00621,F,21,0,경기
U00622,M,24,3,기타
U00623,M,31,0,경기
U00624,F,35,0,경기
U00625,F,23,0,경기
U00626,F,26,1,기타
U00627,M,32,0,경기
U00628,F,22,0,서울
U00629,M,32,1,경기
U00630,F,21,0,서울
U00631,M,37,0,서울
U00632,M,33,1,서울
U00633,F,28,1,경기
U00634,M,26,0,기타
U00635,F,33,0,서울
U00636,F,26,2,경기
U00637,F,23,2,기타
U00638,M,39,0,서울
U00639,M,31,3,서울
U00640,M,19,1,기타
U00641,M,36,0,경기
U00642,F,32,3,서울
U00643,M,36,1,기타
U00644,M,23,1,경기
U00645,F,30,0,서울
U00646,M,36,0,기타
U00647,M,40,2,서울
U00648,F,29,0,기타
U00649,M,22,0,기타
U00650,F,28,2,기타
U00651,M,28,0,경기
U00652,F,29,1,기타
U00653,F,29,0,서울
U00654,M,32,0,경기
U00655,F,29,1,서울
U00656,F,26,0,경기
U00657,F,29,0,경기
U00658,F,25,2,서울
U00659,F,34,1,경기
U00660,M,34,3,경기
U00661,M,18,0,기타
U00662,M,33,0,서울
U00663,M,32,0,서울
U00664,M,24,0,서울
U00665,F,36,2,경기
U00666,M,22,0,서울
U00667,M,42,0,기타
U00668,M,23,1,서울
U00669,M,20,3,서울
U00670,M,34,1,서울
U00671,F,45,2,서울
U00672,F,29,2,기타
U00673,M,28,0,서울
U00674,M,25,0,기타
U00675,M,29,2,기타
U00676,M,25,1,기타
U00677,M,24,0,서울
U00678,M,36,0,경기
U00679,M,42,0,기타
U00680,M,38,0,서울
U00681,M,18,0,기타
U00682,M,31,1,기타
U00683,M,28,0,경기
U00684,M,28,3,기타
U00685,F,27,0,기타
U00686,M,37,2,기타
U00687,M,31,0,기타
U00688,F,28,0,경기
U00689,F,34,1,기타
U00690,M,39,0,경기
U00691,M,34,3,기타
U00692,M,24,0,경기
U00693,M,27,1,기타
U00694,M,26,1,기타
U00695,F,23,1,서울
U00696,M,32,1,경기
U00697,M,26,0,서울
U00698,F,27,0,기타
U00699,F,28,1,서울
U00700,M,37,0,기타
U00701,F,24,1,기타
U00702,M,24,1,경기
U00703,F,25,0,서울
U00704,F,28,1,서울
U00705,F,25,3,경기
U00706,F,34,0,경기
U00707,F,27,0,서울
U00708,M,39,0,서울
U00709,F,29,0,기타
U00710,M,24,1,서울
U00711,M,23,0,서울
U00712,F,20,1,서울
U00713,F,30,0,서울
U00714,F,25,0,경기
U00715,M,36,0,서울
U00716,F,28,1,경기
U00717,M,37,0,기타
U00718,F,32,1,서울
U00719,M,33,3,경기
U00720,M,27,1,서울
U00721,F,30,2,기타
U00722,M,18,0,경기
U00723,F,26,0,서울
U00724,M,35,3,경기
U00725,M,28,0,기타
U00726,M,29,0,기타
U00727,F,27,0,기타
U00728,F,34,2,서울
U00729,F,24,0,기타
U00730,F,32,2,서울
U00731,F,31,0,경기
U00732,M,32,3,경기
U00733,F,27,1,경기
U00734,F,26,1,경기
U00735,M,21,1,기타
U00736,M,33,3,기타
U00737,F,33,0,경기
U00738,M,21,1,서울
U00739,F,32,2,기타
U00740,F,25,2,기타
U00741,M,32,3,서울
U00742,F,29,0,서울
U00743,M,36,0,서울
U00744,F,29,2,기타
U00745,F,33,0,서울
U00746,F,35,1,기타
U00747,F,18,1,경기
U00748,M,35,0,서울
U00749,M,22,0,기타
U00750,M,34,0,기타
U00751,F,29,0,경기
U00752,F,31,2,서울
U00753,F,37,0,기타
U00754,M,26,0,서울
U00755,M,28,0,경기
U00756,F,27,0,경기
U00757,F,22,1,경기
U00758,F,23,0,기타
U00759,F,18,0,기타
U00760,M,31,0,서울
U00761,M,27,0,기타
U00762,F,34,0,경기
U00763,F,32,0,서울
U00764,F,30,1,서울
U00765,M,34,1,서울
U00766,M,26,0,기타
U00767,F,19,0,서울
U00768,F,28,2,경기
U00769,M,32,0,기타
U00770,M,32,2,기타
U00771,M,28,0,경기
U00772,M,30,2,기타
U00773,M,26,0,경기
U00774,M,33,0,경기
U00775,M,24,0,기타
U00776,F,33,1,서울
U00777,F,24,1,서울
U00778,F,37,2,기타
U00779,M,32,0,서울
U00780,M,25,0,서울
U00781,F,28,0,경기
U00782,F,38,2,서울
U00783,M,32,0,기타
U00784,M,19,0,기타
U00785,M,31,3,경기
U00786,M,27,0,서울
U00787,M,30,1,서울
U00788,F,49,0,기타
U00789,F,33,0,서울
U00790,F,28,1,기타
U00791,M,24,1,서울
U00792,F,31,1,기타
U00793,M,39,0,경기
U00794,F,24,1,서울
U00795,M,27,0,기타
U00796,M,35,2,기타
U00797,F,35,0,서울
U00798,M,40,0,기타
U00799,F,28,1,서울
U00800,F,24,0,서울
U00801,M,38,2,서울
U00802,M,31,0,기타
U00803,F,25,1,서울
U00804,M,42,1,경기
U00805,F,32,2,기타
U00806,M,33,2,서울
U00807,F,39,0,경기
U00808,F,32,1,기타
U00809,M,22,0,기타
U00810,M,35,0,서울
U00811,F,27,0,서울
U00812,F,20,2,서울
U00813,F,36,0,서울
U00814,M,22,0,서울
U00815,M,33,0,서울
U00816,F,30,1,서울
U00817,F,35,0,경기
U00818,F,37,0,경기
U00819,F,32,1,서울
U00820,M,19,1,서울
U00821,F,23,2,서울
U00822,F,40,1,기타
U00823,F,40,0,경기
U00824,F,22,1,기타
U00825,F,39,1,경기
U00826,F,30,0,기타
U00827,F,32,0,경기
U00828,M,30,0,경기
U00829,F,33,0,서울
U00830,M,35,1,기타
U00831,M,24,2,기타
U00832,F,38,2,서울
U00833,F,27,0,서울
U00834,F,26,0,기타
U00835,F,36,0,서울
U00836,M,23,3,서울
U00837,M,36,0,서울
U00838,F,22,1,경기
U00839,M,24,1,경기
U00840,M,28,2,서울
U00841,F,34,3,기타
U00842,M,18,0,서울
U00843,M,30,2,기타
U00844,M,26,2,기타
U00845,F,28,0,서울
U00846,M,24,1,기타
U00847,F,28,0,경기
U00848,F,34,1,서울
U00849,F,36,2,경기
U00850,M,33,0,경기
U00851,F,28,1,서울
U00852,F,26,0,서울
U00853,M,18,0,경기
U00854,M,36,1,경기
U00855,M,26,1,경기
U00856,M,50,0,경기
U00857,F,28,0,경기
U00858,F,26,1,서울
U00859,F,30,1,기타
U00860,M,26,1,경기
U00861,M,40,1,서울
U00862,M,34,1,기타
U00863,M,29,0,서울
U00864,M,23,0,경기
U00865,F,35,1,서울
U00866,F,35,1,기타
U00867,F,33,0,경기
U00868,M,40,3,기타
U00869,F,33,0,서울
U00870,F,24,0,기타
U00871,M,29,0,기타
U00872,M,29,3,기타
U00873,M,33,2,서울
U00874,M,32,0,기타
U00875,M,25,0,기타
U00876,M,39,0,서울
U00877,M,38,1,서울
U00878,M,23,1,경기
U00879,M,44,0,기타
U00880,M,25,0,기타
U00881,M,33,0,서울
U00882,M,38,0,서울
U00883,M,34,2,기타
U00884,M,31,0,경기
U00885,F,27,0,기타
U00886,M,31,0,서울
U00887,M,26,0,경기
U00888,M,22,0,경기
U00889,F,34,1,서울
U00890,M,32,2,서울
U00891,F,36,1,기타
U00892,M,33,2,기타
U00893,F,29,0,서울
U00894,M,40,1,기타
U00895,M,28,1,서울
U00896,F,31,1,경기
U00897,M,22,0,서울
U00898,F,33,0,경기
U00899,F,35,0,서울
U00900,M,31,0,경기
U00901,M,39,1,경기
U00902,F,33,2,경기
U00903,M,33,0,기타
U00904,M,20,1,서울
U00905,F,28,1,경기
U00906,M,32,3,기타
U00907,F,25,1,서울
U00908,F,33,1,서울
U00909,M,26,0,서울
U00910,F,32,0,서울
U00911,F,30,0,기타
U00912,M,43,0,서울
U00913,F,32,0,기타
U00914,M,24,0,서울
U00915,F,29,3,기타
U00916,F,30,0,경기
U00917,M,27,0,기타
U00918,F,35,0,기타
U00919,F,24,1,기타
U00920,F,22,1,기타
U00921,M,25,1,경기
U00922,F,25,1,서울
U00923,F,41,0,기타
U00924,F,32,0,경기
U00925,M,36,1,경기
U00926,M,31,0,경기
U00927,M,39,0,서울
U00928,M,30,1,서울
U00929,M,26,1,서울
U00930,F,38,0,기타
U00931,F,26,0,기타
U00932,F,37,2,기타
U00933,M,35,1,기타
U00934,M,36,1,기타
U00935,F,39,0,기타
U00936,F,29,0,경기
U00937,M,29,0,경기
U00938,M,30,1,기타
U00939,M,21,1,경기
U00940,M,32,1,서울
U00941,F,22,3,기타
U00942,F,34,0,서울
U00943,M,27,3,서울
U00944,F,22,0,경기
U00945,M,32,1,서울
U00946,M,31,0,서울
U00947,F,31,0,서울
U00948,M,22,1,경기
U00949,M,25,0,경기
U00950,M,27,2,기타
U00951,F,29,0,경기
U00952,F,37,0,서울
U00953,M,30,1,기타
U00954,F,26,0,기타
U00955,M,28,0,기타
U00956,M,39,1,서울
U00957,M,25,3,서울
U00958,F,28,2,서울
U00959,M,28,2,서울
U00960,M,35,0,기타
U00961,F,26,0,기타
U00962,F,35,0,서울
U00963,M,32,1,경기
U00964,F,31,0,서울
U00965,M,37,2,기타
U00966,F,40,1,서울
U00967,F,30,2,경기
U00968,M,34,0,경기
U00969,M,34,1,서울
U00970,M,20,0,서울
U00971,M,26,1,경기
U00972,F,23,1,경기
U00973,M,34,0,기타
U00974,M,32,0,기타
U00975,M,28,3,기타
U00976,M,30,1,서울
U00977,M,21,2,서울
U00978,M,23,0,경기
U00979,F,25,0,경기
U00980,F,28,1,기타
U00981,F,31,0,기타
U00982,M,31,0,경기
U00983,F,25,0,서울
U00984,M,34,3,서울
U00985,M,32,0,경기
U00986,F,21,0,서울
U00987,M,35,1,경기
U00988,F,21,0,기타
U00989,F,48,3,기타
U00990,F,26,0,기타
U00991,F,21,0,경기
U00992,F,30,1,기타
U00993,M,31,0,서울
U00994,F,25,1,서울
U00995,F,25,0,경기
U00996,M,36,1,서울
U00997,M,21,1,서울
U00998,F,31,2,기타
U00999,M,30,2,서울
U01000,M,34,2,서울
U01001,M,18,1,경기
U01002,F,22,1,경기
U01003,M,34,0,기타
U01004,F,33,0,서울
U01005,M,30,3,서울
U01006,M,21,0,기타
U01007,M,31,1,경기
U01008,M,38,0,경기
U01009,M,31,0,경기
U01010,F,35,2,경기
U01011,M,31,0,서울
U01012,F,27,0,경기
U01013,M,25,0,기타
U01014,M,34,1,경기
U01015,M,28,1,서울
U01016,M,31,1,기타
U01017,M,29,1,기타
U01018,M,31,0,서울
U01019,M,33,2,서울
U01020,F,32,0,기타
U01021,F,25,0,기타
U01022,F,27,1,서울
U01023,F,24,0,경기
U01024,M,37,0,서울
U01025,M,29,0,서울
U01026,M,33,0,경기
U01027,M,32,0,서울
U01028,M,40,0,기타
U01029,M,23,1,경기
U01030,M,35,1,서울
U01031,M,35,0,경기
U01032,F,25,0,기타
U01033,F,40,2,서울
U01034,F,36,0,서울
U01035,F,39,1,서울
U01036,M,28,1,경기
U01037,M,32,2,경기
U01038,F,28,1,기타
U01039,M,37,2,경기
U01040,M,25,0,경기
U01041,M,26,0,경기
U01042,F,31,0,기타
U01043,M,28,0,서울
U01044,M,25,2,서울
U01045,F,27,1,기타
U01046,F,40,0,경기
U01047,M,36,2,경기
U01048,M,31,2,서울
U01049,M,28,0,서울
U01050,F,26,1,서울
U01051,M,32,1,경기
U01052,F,39,0,기타
U01053,M,24,1,경기
U01054,M,26,1,기타
U01055,M,44,2,서울
U01056,M,19,2,기타
U01057,F,35,2,기타
U01058,F,37,0,경기
U01059,F,30,1,경기
U01060,M,31,0,기타
U01061,F,29,1,경기
U01062,F,28,0,서울
U01063,M,35,0,기타
U01064,F,39,0,경기
U01065,F,22,3,서울
U01066,F,29,0,기타
U01067,M,23,0,서울
U01068,F,31,1,경기
U01069,M,21,1,경기
U01070,F,29,0,기타
U01071,M,30,1,경기
U01072,M,35,3,경기
U01073,F,26,2,경기
U01074,F,30,1,경기
